gene_id,H1_HOCl,H2_HOCl,H3_HOCl,H4_HOCl,H1_No,H2_No,H3_No,H4_No,O1_HOCl,O2_HOCl,O3_HOCl,O4_HOCl,O1_No,O2_No,O3_No,O4_No
HVO_RS12435,321,456,145,45,387,435,317,351,41,74,68,136,548,302,257,651
HVO_RS12440,1765,2064,390,62,3209,3390,1834,1420,32,108,59,304,2853,2416,1176,3122
HVO_RS12445,740,889,115,26,252,270,122,233,17,101,42,86,292,237,376,1128
HVO_RS12450,4918,6967,641,29,59,70,56,70,9,68,32,400,65,32,62,140
HVO_RS12455,197,259,86,49,79,70,88,84,33,93,74,126,132,52,103,201
HVO_RS12460,45,43,27,12,120,120,125,157,15,14,16,32,181,97,123,258
HVO_RS12465,73,116,8,12,102,84,136,98,9,26,15,26,175,100,96,298
HVO_RS12470,716,952,87,32,421,383,406,390,26,261,30,60,568,364,331,750
HVO_RS12475,193,232,64,12,102,80,118,136,15,103,5,39,156,39,90,198
HVO_RS12480,2986,4001,863,381,173,127,170,187,455,1746,260,577,235,97,158,377
HVO_RS12485,9330,12216,2719,1551,114,114,111,107,1974,7355,1191,2488,166,85,111,361
HVO_RS12490,100,123,38,12,53,59,56,72,11,33,24,28,106,31,58,188
HVO_RS12495,170,289,56,31,171,163,255,268,27,69,26,62,152,134,175,565
HVO_RS12500,173,264,53,47,662,543,709,814,33,91,68,82,891,544,556,1713
HVO_RS12505,353,530,224,241,1749,1567,1945,2053,119,189,239,328,1937,1623,1757,3771
HVO_RS12510,100,140,34,46,819,775,796,778,17,56,35,57,1257,644,768,1398
HVO_RS12515,124,156,37,38,151,178,141,159,19,45,59,37,181,124,94,453
HVO_RS12520,172,215,74,72,557,537,589,659,29,77,80,114,745,477,439,1207
HVO_RS12525,40,31,12,4,75,61,69,110,3,23,2,10,114,64,76,161
HVO_RS12530,259,317,87,28,255,351,282,540,26,107,31,67,644,270,488,901
HVO_RS12535,81,133,19,19,95,88,112,104,9,64,16,41,139,86,122,250
HVO_RS12540,451,655,141,116,956,1118,724,845,68,255,100,142,1193,672,709,2021
HVO_RS12545,340,537,94,37,14,44,35,27,25,134,31,68,40,15,42,117
HVO_RS12550,230,292,55,23,255,192,231,308,16,91,22,54,373,163,241,788
HVO_RS12555,40,27,12,3,17,18,27,46,11,11,2,12,36,16,49,132
HVO_RS12560,420,555,295,219,2581,2521,2883,3355,166,242,310,526,5536,1910,2726,4775
HVO_RS12565,144,188,38,25,56,78,25,30,14,66,26,57,48,69,15,50
HVO_RS12580,117,124,40,13,21,29,23,15,2,42,2,28,28,20,17,41
HVO_RS12585,4,9,2,2,3,4,6,1,0,3,1,0,3,4,1,21
HVO_RS12590,56,73,20,8,29,34,40,67,10,23,4,17,72,33,35,80
HVO_RS12595,9,18,4,0,6,5,2,2,2,11,5,1,9,1,8,15
HVO_RS12600,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,5
HVO_RS12605,100,111,58,48,212,223,246,247,21,54,44,72,394,190,192,472
HVO_RS12610,37,50,21,15,37,64,33,38,7,29,19,20,60,54,42,108
HVO_RS12615,46,65,28,24,97,97,30,45,11,31,23,50,76,128,27,60
HVO_RS12620,72,81,29,11,58,88,47,93,2,30,16,27,107,28,70,189
HVO_RS12625,153,202,78,60,2163,2204,3471,4425,24,92,66,121,4883,2227,3978,6475
HVO_RS12630,1401,1791,279,111,1337,1363,2028,1691,59,511,120,207,2005,1448,1377,3514
HVO_RS12635,407,546,302,267,841,1156,648,754,204,267,312,489,1157,632,544,1420
HVO_RS12640,158,269,24,24,779,675,715,540,12,92,21,38,527,674,692,4632
HVO_RS12645,359,379,52,37,404,374,599,481,31,91,24,59,525,350,313,1571
HVO_RS12650,406,548,102,105,2423,2533,1879,1792,50,136,93,137,2743,2044,1618,4191
HVO_RS12655,320,527,64,31,1870,1523,1762,1686,30,143,48,105,2451,1369,1449,3636
HVO_RS12660,609,711,157,85,610,542,755,942,68,246,60,144,1027,490,751,1684
HVO_RS12665,150,218,44,33,952,680,1399,1374,19,56,31,41,1854,541,1113,2276
HVO_RS12670,309,398,26,19,408,455,347,380,13,107,25,36,524,370,301,925
HVO_RS12675,273,368,75,26,514,488,924,803,21,116,42,76,999,584,796,1297
HVO_RS12680,234,316,67,46,658,601,900,810,23,131,54,116,1038,633,736,1053
HVO_RS12685,21,34,5,4,555,467,57,58,2,11,7,10,241,429,47,102
HVO_RS12690,22,29,8,8,17,13,4,8,1,8,1,2,15,14,12,21
HVO_RS12695,0,1,0,0,5,8,4,2,0,0,0,2,5,0,3,11
HVO_RS12700,174,272,48,29,446,417,294,331,11,94,28,40,498,303,339,781
HVO_RS12710,350,420,115,68,512,576,617,662,44,108,67,142,738,440,513,1590
HVO_RS12715,232,324,46,54,488,560,274,397,43,80,48,108,583,583,358,616
HVO_RS12720,729,895,172,54,252,297,307,320,22,91,72,173,445,289,246,676
HVO_RS12725,42,74,32,39,141,175,161,163,16,31,47,43,219,148,143,363
HVO_RS12730,67,92,30,15,146,131,147,159,13,32,12,26,263,129,166,356
HVO_RS12735,7246,10176,508,77,454,379,769,431,34,1803,62,342,545,472,279,1331
HVO_RS12740,643,994,81,31,123,129,161,141,7,201,20,83,181,88,139,496
HVO_RS12745,554,709,141,83,169,174,208,280,40,180,44,143,325,181,220,659
HVO_RS12750,319,354,63,35,503,473,508,511,13,82,38,51,758,438,469,1091
HVO_RS12755,25074,27066,12997,7332,3581,3541,5394,5623,3729,16419,5436,12795,4371,3183,4199,9745
HVO_RS12760,832,1207,548,386,104,103,136,150,159,496,313,592,130,88,239,1178
HVO_RS12765,2143,2904,1013,575,243,299,228,224,262,1082,406,916,293,221,261,729
HVO_RS12770,740,851,233,118,4570,4833,2600,3223,46,360,165,249,5564,2792,4911,11558
HVO_RS12775,1440,1975,381,219,1575,1607,1722,1769,131,680,198,388,2206,1493,1531,4354
HVO_RS12780,238,291,102,91,327,371,274,282,46,141,90,157,473,287,321,942
HVO_RS12785,134,172,100,72,17,47,60,64,28,100,53,83,51,39,46,141
HVO_RS12790,188,242,123,112,292,270,343,397,31,122,77,144,453,286,314,643
HVO_RS12795,862,1088,269,154,1424,1360,1790,2253,112,212,158,330,2049,1278,1846,3129
HVO_RS12800,512,735,218,145,1926,1651,576,583,91,280,108,247,1096,1549,364,1054
HVO_RS12805,162,188,146,190,231,269,232,358,56,89,228,254,444,217,275,760
HVO_RS12810,27,27,8,2,30,19,9,5,0,2,1,9,9,23,4,23
HVO_RS12815,462,562,53,13,186,141,30,29,7,143,13,26,65,196,37,74
HVO_RS12820,7,17,2,0,0,0,0,0,0,2,0,0,0,0,0,0
HVO_RS12825,624,733,87,62,1267,1080,1538,1556,29,198,64,97,2111,1024,1258,2595
HVO_RS12830,100,110,26,15,1053,1011,1004,1054,5,40,22,22,1513,693,1738,3271
HVO_RS12835,559,786,224,137,1308,1237,1420,2074,67,298,110,203,1988,1279,1689,1822
HVO_RS12840,114,171,23,17,350,322,254,404,16,46,29,28,436,273,374,570
HVO_RS12845,125,168,68,65,675,660,465,464,23,63,64,108,900,397,332,1045
HVO_RS12850,31,27,5,1,153,184,163,149,2,12,5,7,210,115,138,341
HVO_RS12855,147,183,389,567,243,193,241,547,98,55,187,304,288,215,350,487
HVO_RS12860,521,733,393,393,1395,1247,1842,1686,124,243,267,365,1890,1207,1470,3326
HVO_RS12865,210,256,66,46,601,576,754,582,24,106,47,75,791,643,510,1852
HVO_RS12870,179,221,66,42,455,347,479,423,30,82,64,78,520,316,361,1117
HVO_RS12875,59,74,35,25,277,288,185,214,15,31,28,50,418,182,226,602
HVO_RS12880,323,376,205,216,552,772,472,612,74,154,273,308,516,517,399,1769
HVO_RS12885,81,86,28,17,81,51,39,64,9,20,18,16,89,58,51,167
HVO_RS12890,292,477,89,61,1670,1638,1666,1889,27,123,59,105,2631,1399,1494,3012
HVO_RS12895,119,149,29,22,63,67,71,84,5,31,35,39,95,61,104,170
HVO_RS12900,140,134,65,69,224,232,159,232,55,70,99,133,347,173,189,395
HVO_RS12905,261,291,101,98,389,381,434,553,67,129,119,187,795,326,485,1105
HVO_RS12910,108,138,52,51,265,215,352,371,17,71,59,94,494,245,341,622
HVO_RS12915,306,379,91,62,379,386,447,396,32,160,47,115,645,353,373,796
HVO_RS12920,1419,1897,319,124,1937,3250,1204,1254,124,769,130,302,1970,1402,564,1641
HVO_RS12925,2404,3360,634,344,3058,2853,3435,3252,218,1041,296,562,3938,2689,2745,5804
HVO_RS12930,1044,1349,324,349,7218,6413,7300,7312,136,374,345,439,7928,6366,5494,12260
HVO_RS12935,61,93,12,25,245,205,197,194,12,51,28,36,245,154,203,640
HVO_RS12940,134,152,65,65,238,222,119,236,16,58,44,97,173,179,92,452
HVO_RS12945,55,57,18,21,141,155,250,245,6,22,24,28,197,132,193,665
HVO_RS12950,34,35,10,7,664,596,1312,1082,9,9,9,26,633,612,851,2619
HVO_RS12955,46,58,24,15,49,24,164,1373,13,24,20,25,94,93,2754,3644
HVO_RS12960,47,61,16,6,37,31,66,857,12,29,7,22,71,76,1862,2015
HVO_RS12965,72,56,28,30,51,56,117,1177,27,24,39,51,112,62,2410,4313
HVO_RS12970,53,72,19,3,34,42,35,45,6,21,8,15,79,24,47,137
HVO_RS12975,103,118,27,24,122,146,89,111,6,69,14,27,184,144,55,284
HVO_RS12980,33,49,7,10,30,34,21,19,2,23,9,6,40,25,21,79
HVO_RS12985,0,1,1,0,0,1,0,0,0,0,2,0,0,2,4,4
HVO_RS12990,657,869,221,114,613,634,627,767,83,331,97,185,1179,662,622,1285
HVO_RS12995,245,346,49,32,225,232,133,151,26,118,40,68,299,162,149,378
HVO_RS13000,133,203,45,32,160,194,299,277,19,67,19,41,312,172,228,800
HVO_RS13005,550,687,170,79,253,258,378,384,35,219,61,150,394,223,315,776
HVO_RS13010,2193,2895,790,710,3144,3937,2973,3098,336,1318,801,1251,4669,2870,2303,4729
HVO_RS13015,0,0,2,0,0,0,0,1,2,0,2,0,0,1,3,4
HVO_RS13020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HVO_RS13025,2,4,4,8,5,4,14,4,4,4,1,2,2,2,15,6
HVO_RS13035,7,5,0,0,7,5,8,16,0,3,0,2,19,4,21,34
HVO_RS13040,883,1072,185,94,1098,1225,1341,1458,62,389,128,167,2019,956,1417,3939
HVO_RS13045,242,286,37,18,95,117,116,177,10,39,4,41,201,118,206,594
HVO_RS13050,256,274,59,25,92,144,119,209,27,87,23,57,235,135,175,373
HVO_RS13055,503,484,71,25,510,641,726,945,15,171,25,68,991,707,833,1680
HVO_RS13060,283,241,53,24,476,580,644,792,11,125,30,48,904,692,591,1130
HVO_RS13065,20,15,5,3,26,31,37,60,9,14,0,3,65,27,65,87
HVO_RS13070,118,108,20,14,80,123,131,197,1,37,10,21,219,155,169,170
HVO_RS13075,54,32,19,9,115,158,172,251,4,26,10,18,215,154,211,350
HVO_RS13080,378,412,67,18,516,646,816,954,18,146,33,56,1073,600,887,1250
HVO_RS13085,119,122,52,45,198,262,374,330,16,72,30,83,311,258,374,125
HVO_RS13090,202,235,44,32,67,80,92,83,13,99,32,79,152,68,103,197
HVO_RS13095,610,597,135,61,531,565,650,827,40,211,44,124,763,574,706,1492
HVO_RS13100,443,498,78,36,743,758,873,920,30,133,50,113,1558,602,874,1946
HVO_RS13105,693,585,100,36,141,172,222,240,32,248,30,108,268,245,306,267
HVO_RS13110,48,56,22,12,6,8,17,6,6,25,13,31,10,3,8,37
HVO_RS13115,351,437,206,95,419,502,642,649,96,212,108,210,1016,424,572,1345
HVO_RS13120,114,151,58,15,13,8,14,37,16,68,14,37,14,6,17,64
HVO_RS13125,20842,27145,5299,1401,2888,2612,1402,1448,1251,8518,896,4194,1763,3009,865,2555
HVO_RS13130,461,623,136,93,581,643,386,424,47,246,84,195,559,426,260,792
HVO_RS13135,3783,5900,1155,507,268,247,97,139,475,1898,460,1408,132,192,118,527
HVO_RS13140,1882,2950,709,304,158,142,93,107,276,1041,243,752,128,129,93,391
HVO_RS13145,2653,3684,927,283,961,1000,379,427,364,1115,226,886,886,654,296,989
HVO_RS13150,1736,2235,820,380,7612,7095,948,868,292,862,260,858,3927,4091,626,1782
HVO_RS13155,1374,1957,724,318,37004,51162,4136,5705,251,664,467,1020,15934,27139,2242,12786
HVO_RS13160,796,1151,436,249,857,936,216,240,190,447,251,459,499,671,163,444
HVO_RS13165,281,333,179,73,216,267,76,88,51,125,112,157,138,203,75,128
HVO_RS13170,166,197,96,65,225,326,85,121,32,95,64,117,152,263,78,217
HVO_RS13175,91,96,24,11,106,139,129,102,14,25,18,43,162,113,100,344
HVO_RS13180,216,245,68,46,338,351,234,269,26,104,36,60,450,335,201,596
HVO_RS13185,299,406,99,55,250,250,150,172,24,163,46,71,288,220,154,464
HVO_RS13190,504,733,133,59,171,158,123,125,65,240,63,130,205,102,136,320
HVO_RS13195,35,31,25,4,39,25,45,58,9,33,15,16,53,21,28,51
HVO_RS13200,12,19,4,2,29,26,28,33,5,2,5,7,45,16,21,63
HVO_RS13205,16,28,16,6,22,31,35,27,2,14,18,27,58,24,30,66
HVO_RS13210,16,29,11,3,22,27,32,34,2,10,7,25,51,30,28,81
HVO_RS13215,2,1,2,1,0,0,0,3,0,0,4,0,9,1,2,2
HVO_RS13220,34,75,18,11,54,58,47,46,4,25,14,33,75,35,37,106
HVO_RS13225,2,8,12,10,16,18,20,16,1,4,3,7,32,12,10,24
HVO_RS13230,15,10,11,6,13,12,18,11,5,5,1,7,20,6,4,37
HVO_RS13235,35,45,27,12,44,49,44,45,15,18,12,8,58,28,40,82
HVO_RS13240,9,39,9,10,45,22,36,36,8,7,7,19,62,34,24,46
HVO_RS13245,67,111,23,20,57,78,39,62,22,38,15,14,74,44,33,108
HVO_RS13250,4491,5626,978,296,4321,3996,4982,6652,180,1954,274,707,4506,3678,5262,9582
HVO_RS13255,298,306,90,49,240,219,144,189,36,126,48,89,192,189,136,342
HVO_RS13260,318,401,161,117,422,425,418,372,75,208,117,257,398,377,320,869
HVO_RS13265,98,115,27,8,117,87,119,94,7,21,10,27,113,113,117,314
HVO_RS13270,5,5,2,0,2,5,6,2,1,2,0,5,8,3,2,7
HVO_RS13275,607,858,184,106,1586,1389,1385,1338,57,287,68,169,1888,1214,1050,2874
HVO_RS13280,612,798,146,103,4613,5069,5852,6813,58,249,75,199,7478,3123,3804,12386
HVO_RS13285,165,213,31,4,2505,2854,1492,1657,4,21,12,22,2897,1969,1196,3553
HVO_RS13290,2297,3150,571,377,33688,32081,42875,44730,229,764,235,609,50108,29548,39187,83217
HVO_RS13295,1192,1779,445,150,1717,1895,2456,3073,135,570,206,467,2853,1395,2857,7956
HVO_RS13300,482,705,139,64,291,272,266,319,61,231,57,128,284,245,186,1066
HVO_RS13305,760,905,90,47,112,55,418,370,32,213,19,59,395,56,337,2564
HVO_RS13310,47,70,11,9,462,446,546,581,4,28,9,28,537,358,501,1014
HVO_RS13325,60,126,112,117,49,44,45,61,72,63,133,204,77,25,68,152
HVO_RS13330,2302,2736,776,325,334,520,207,197,309,1524,204,464,313,244,178,607
HVO_RS13340,767,747,205,102,315,286,477,596,56,310,82,165,666,357,541,917
HVO_RS13345,1146,1593,225,107,2389,2977,887,1104,69,575,117,194,2174,2005,672,2961
HVO_RS13350,117,148,51,46,287,280,308,383,24,57,39,59,470,242,349,689
HVO_RS13355,1582,1878,175,43,1093,974,1651,1588,28,426,17,84,1963,807,1834,3239
HVO_RS13360,504,756,211,81,229,213,346,456,55,227,44,141,386,198,380,880
HVO_RS13365,132,184,35,8,17,29,46,48,9,44,8,20,34,11,39,122
HVO_RS13370,517,809,136,63,285,224,242,243,31,215,57,129,292,172,181,520
HVO_RS13375,115,165,48,20,76,105,63,69,14,74,25,37,124,49,39,168
HVO_RS13380,623,824,197,89,478,559,488,491,67,240,99,185,714,437,341,1056
HVO_RS13385,161,244,30,12,264,271,193,193,8,68,12,43,318,209,192,488
HVO_RS13390,104,151,19,11,223,248,117,222,8,34,13,24,232,149,175,312
HVO_RS13395,424,574,102,70,764,761,696,639,27,165,67,135,944,622,580,1502
HVO_RS13400,216,297,91,74,701,741,746,877,47,94,87,113,998,569,637,2234
HVO_RS13405,734,1096,458,262,392,424,396,470,167,425,207,443,503,275,360,1015
HVO_RS13410,82,109,31,26,84,102,96,123,8,46,27,40,126,74,74,212
HVO_RS13415,74,105,35,15,196,181,141,133,20,35,43,50,258,111,113,329
HVO_RS13420,123,129,58,52,431,467,434,431,23,50,58,73,674,378,376,840
HVO_RS13425,28,53,32,37,111,93,98,96,7,18,41,64,169,111,97,373
HVO_RS13430,183,234,56,14,487,425,435,481,14,104,18,27,713,322,349,827
HVO_RS13435,108,129,28,9,151,159,191,215,13,51,15,36,277,123,163,494
HVO_RS13440,73,117,28,11,185,188,153,193,4,44,10,37,224,141,301,318
HVO_RS13445,123,179,43,14,235,253,259,207,15,70,25,32,269,208,230,423
HVO_RS13450,94,139,56,41,1026,945,463,356,13,62,38,48,1069,758,362,873
HVO_RS13455,206,327,77,66,1557,1669,445,461,36,124,35,94,1209,1172,258,704
HVO_RS13460,850,1247,218,119,1139,1046,1085,1039,83,386,131,271,1384,841,843,1862
HVO_RS13465,190,218,55,26,87,118,107,159,13,103,17,38,194,69,132,262
HVO_RS13470,122,155,47,24,57,54,103,148,11,55,19,38,133,47,131,305
HVO_RS13475,170,255,88,59,1178,1417,1119,1575,36,101,93,209,2456,785,1023,2931
HVO_RS13480,2562,3589,501,196,1562,1378,1463,889,94,1270,164,395,1328,1558,522,2582
HVO_RS13485,4079,5534,952,334,1500,1383,1349,1223,156,1520,268,770,1651,1242,960,3079
HVO_RS13490,1794,2517,573,212,410,377,359,368,85,797,133,404,620,298,282,884
HVO_RS13495,811,1118,344,289,2094,2234,2201,2575,148,445,285,467,2731,1893,2636,6228
HVO_RS13500,211,223,58,26,256,199,299,282,10,74,33,64,374,210,266,630
HVO_RS13505,41,36,16,1,26,53,21,21,4,16,3,17,15,7,25,179
HVO_RS13510,37,62,17,2,14,9,10,7,7,13,3,15,9,8,8,29
HVO_RS13515,204,209,27,7,54,53,80,76,2,53,11,22,49,40,72,181
HVO_RS13530,129,149,17,7,176,182,252,248,2,38,7,21,314,144,206,407
HVO_RS13535,10,2,1,2,1,0,3,4,2,1,1,5,3,2,1,8
HVO_RS13540,14,31,12,9,23,29,20,20,4,12,10,16,38,29,19,79
HVO_RS13545,45,54,14,1,60,103,62,120,6,16,1,9,155,59,105,141
HVO_RS13550,82,132,8,5,19,27,8,16,5,41,4,16,17,22,28,34
HVO_RS13555,2,6,4,0,25,30,19,21,1,1,0,0,22,11,19,127
HVO_RS13560,30,41,10,1,16,6,14,11,4,11,1,8,12,5,6,16
HVO_RS13565,9,14,8,1,4,6,3,4,0,15,3,0,10,8,6,15
HVO_RS13570,2680,3226,583,352,3955,4453,2807,2041,171,924,244,397,3442,3580,1331,4748
HVO_RS13575,188,283,66,75,365,302,310,319,21,97,56,93,435,284,261,745
HVO_RS13580,31,51,5,5,52,48,44,56,3,16,0,4,71,38,46,169
HVO_RS13585,317,365,37,26,313,328,180,228,13,107,28,56,288,279,153,435
HVO_RS13590,85,140,67,41,403,354,180,191,20,41,55,89,363,319,153,396
HVO_RS13595,61,88,39,34,519,470,101,106,16,44,27,50,475,367,72,242
HVO_RS13600,205,261,94,123,427,331,473,508,48,105,118,174,625,317,420,948
HVO_RS13605,190,221,79,47,49,48,56,84,34,73,24,58,128,59,66,162
HVO_RS13610,575,777,258,156,424,405,544,483,128,359,91,233,664,346,508,1022
HVO_RS13615,1019,1416,292,190,1289,1407,903,1183,115,584,141,285,1342,1187,1064,2768
HVO_RS13620,913,1256,331,262,1813,1824,2093,2575,143,538,226,579,3482,1495,1875,4108
HVO_RS13625,118,190,59,63,182,212,203,211,36,86,81,116,280,183,195,483
HVO_RS13630,382,544,112,49,240,201,232,332,49,158,71,137,350,154,228,615
HVO_RS13635,814,1108,183,85,636,627,741,707,47,341,71,151,824,582,563,1489
HVO_RS13640,419,392,546,525,1116,1053,1252,2692,170,418,853,1978,487,2094,1208,1382
HVO_RS13645,737,1082,193,102,751,773,648,654,54,311,78,195,810,504,487,1413
HVO_RS13650,39,37,9,11,76,75,45,68,9,28,10,25,111,55,53,181
HVO_RS13655,43,66,24,13,83,62,76,94,9,27,25,43,127,58,99,250
HVO_RS13660,165,210,41,54,228,261,427,459,11,61,26,83,578,249,386,760
HVO_RS13665,95,165,15,10,357,350,272,345,9,57,17,42,402,342,245,607
HVO_RS13670,3093,4516,881,428,2281,2058,1734,1593,308,1826,444,845,2501,1644,1437,3654
HVO_RS13675,1473,2136,584,291,628,514,832,971,191,768,222,439,1145,492,707,1942
HVO_RS13680,769,966,440,425,16827,14866,4377,4448,199,551,559,789,12488,12590,2634,7672
HVO_RS13685,119,150,47,40,817,936,342,352,25,76,42,70,912,592,268,835
HVO_RS13690,371,570,258,330,12870,12237,3432,3189,115,358,259,413,12372,9442,2031,4741
HVO_RS13695,626,819,111,44,107,84,115,131,18,146,30,104,149,70,124,246
HVO_RS13700,1906,2775,323,109,2050,2323,1505,1344,48,741,54,148,2040,2103,1308,6200
HVO_RS13705,283,409,50,21,42,35,39,49,12,111,18,36,46,36,71,197
HVO_RS13710,75,96,24,19,40,44,44,47,15,43,18,46,78,25,33,122
HVO_RS13715,502,667,248,131,1212,1573,384,349,66,280,138,286,488,777,238,757
HVO_RS13720,157,239,72,63,249,283,213,193,38,109,48,79,286,199,165,540
HVO_RS13725,514,701,282,264,1884,2301,1417,1916,113,294,194,323,2350,1558,1412,4886
HVO_RS13730,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4
HVO_RS13735,190,283,49,18,115,151,114,120,19,80,37,66,155,107,100,239
HVO_RS13740,224,333,63,60,348,322,304,355,32,157,35,80,515,286,275,798
HVO_RS13745,120,178,24,20,193,169,149,193,9,58,13,20,224,170,127,378
HVO_RS13750,955,1327,268,153,466,483,630,480,67,426,103,231,626,375,396,1621
HVO_RS13755,632,890,180,80,527,472,479,449,55,284,54,139,667,447,296,1021
HVO_RS13760,307,410,81,41,335,242,287,300,21,130,24,68,334,278,223,589
HVO_RS13765,318,424,114,72,892,718,995,812,44,165,74,140,996,799,758,1529
HVO_RS13770,304,413,113,63,323,277,212,282,47,150,61,125,338,216,110,387
HVO_RS13775,506,609,245,117,250,227,176,268,67,235,86,198,354,155,208,581
HVO_RS13780,998,1376,382,176,254,260,347,365,139,661,183,360,352,214,329,857
HVO_RS13785,1078,1533,483,266,1585,2185,1062,1615,136,557,327,547,2379,1094,1351,5308
HVO_RS13790,1383,1875,412,166,496,504,840,1126,105,535,167,369,959,434,888,1985
HVO_RS13800,493,694,218,100,647,664,652,824,111,248,114,272,930,463,683,1271
HVO_RS13805,2,10,6,0,0,3,4,5,0,3,1,0,15,5,10,31
HVO_RS13810,611,795,174,100,467,377,481,584,97,320,131,200,679,337,525,683
HVO_RS13815,422,634,268,181,453,462,372,460,133,216,292,402,520,316,736,1004
HVO_RS13820,3444,4907,999,622,3080,2822,2604,2863,452,1996,737,1416,3954,2356,2830,4784
HVO_RS13825,81,156,37,93,426,268,127,251,2,36,51,209,90,212,99,270
HVO_RS13830,189,282,46,30,496,530,422,448,21,61,41,68,830,439,404,1197
HVO_RS13835,0,2,0,0,1,0,0,1,0,0,0,0,0,0,2,9
HVO_RS13840,197,314,37,15,268,221,242,241,8,82,25,35,348,184,202,603
HVO_RS13845,413,553,100,56,59,52,51,62,22,186,32,102,57,42,42,122
HVO_RS13850,3358,4333,711,339,660,810,589,637,202,1268,389,726,993,770,607,1544
HVO_RS13855,110,189,107,96,206,200,191,210,47,51,131,161,257,165,163,480
HVO_RS13870,117,177,31,19,62,63,79,66,9,52,15,42,48,67,40,184
HVO_RS13875,177,273,134,137,525,993,228,441,57,116,126,194,848,401,241,447
HVO_RS13880,515,708,368,355,2905,2847,3171,3564,207,326,429,584,3231,2481,2876,6383
HVO_RS13885,584,885,161,95,2368,3139,1626,2486,51,273,82,179,2792,2027,1591,2359
HVO_RS13890,251,334,78,68,1164,1013,1130,1081,18,128,49,94,1177,770,996,2262
HVO_RS13900,123,175,63,82,393,372,230,757,19,98,49,91,766,393,410,349
HVO_RS13905,309,429,166,154,1113,1031,1024,1165,79,160,112,226,1511,908,924,1943
HVO_RS13910,181,196,38,9,208,203,201,199,8,71,10,29,350,177,234,820
HVO_RS13915,219,298,62,41,453,570,374,448,37,88,46,86,765,473,334,1139
HVO_RS13920,131,160,24,29,141,107,151,154,9,43,16,36,211,119,127,340
HVO_RS13925,172,233,31,22,98,117,120,229,14,71,29,59,234,75,146,257
HVO_RS13930,308,410,116,85,178,203,241,262,45,142,78,117,320,202,191,614
HVO_RS13935,174,219,83,65,867,848,652,619,37,96,77,91,905,716,494,1430
HVO_RS13940,110,136,28,15,190,226,155,183,15,46,18,50,269,195,133,482
HVO_RS13945,104,146,22,16,301,249,246,309,7,35,15,19,470,254,210,426
HVO_RS13950,787,1102,717,660,946,1230,494,641,480,707,720,1113,1023,689,453,1501
HVO_RS13955,120,154,31,15,188,191,238,236,7,47,14,20,330,153,244,621
HVO_RS13960,180,301,62,35,384,368,371,408,30,108,34,69,412,297,269,686
HVO_RS13965,143,196,35,20,27,32,17,31,16,32,16,39,29,10,18,52
HVO_RS13970,422,600,129,103,220,234,178,191,54,259,90,124,323,233,174,426
HVO_RS13975,71,141,34,27,95,90,79,74,13,64,19,35,101,70,52,245
HVO_RS13980,149,221,87,74,711,574,712,834,37,96,73,116,1143,455,682,1247
HVO_RS13985,307,397,107,91,1255,1119,1480,1649,53,130,110,175,1851,912,1186,2860
HVO_RS13990,0,13,7,0,49,37,35,64,3,3,1,1,73,23,69,181
HVO_RS13995,57,86,12,11,127,130,172,182,6,15,3,13,221,81,163,501
HVO_RS14000,259,346,78,77,322,342,331,370,30,134,73,109,391,305,245,703
HVO_RS14005,228,341,85,65,377,314,356,397,33,109,70,133,506,311,368,770
HVO_RS14010,1313,1731,181,69,1567,1625,1796,1502,55,544,75,134,2074,1472,1193,3871
HVO_RS14015,499,608,124,67,531,441,669,565,48,217,46,77,698,523,449,1464
HVO_RS14020,1021,1320,328,162,1440,1414,1682,1485,83,473,130,251,2037,1494,1148,3156
